Pathway,0,Database
biocarta_y_branching_of_actin_filaments_Main_Pathway,-0.147499440155,biocarta
biocarta_phospholipids_as_signalling_intermediaries_Pathway_(cell_survival),-0.358403839936,biocarta
biocarta_phospholipids_as_signalling_intermediaries_Pathway_(cell_proliferation),-0.358403839936,biocarta
biocarta_phospholipids_as_signalling_intermediaries_Pathway_(actin_filament_organization),0.431482202989,biocarta
biocarta_phospholipids_as_signalling_intermediaries_Main_Pathway,1.34120271426,biocarta
biocarta_pelp1_modulation_of_estrogen_receptor_activity_Main_Pathway,-0.209577475874,biocarta
biocarta_pdgf_signaling_Main_Pathway,0.344579441273,biocarta
biocarta_p53_signaling_Main_Pathway,0.181676724136,biocarta
biocarta_p38_mapk_signaling_Main_Pathway,0.902224288389,biocarta
biocarta_oxidative_stress_induced_gene_expression_via_nrf2_Main_Pathway,0.304590983316,biocarta
biocarta_overview_of_telomerase_rna_component_gene_hterc_transcriptional_regulation_Main_Pathway,1.54008324311,biocarta
biocarta_opposing_roles_of_aif_in_apoptosis_and_cell_survival_Pathway_(removal_of_superoxide_radicals),0.0140435925818,biocarta
biocarta_opposing_roles_of_aif_in_apoptosis_and_cell_survival_Pathway_(DNA_fragmentation_during_apoptosis),0.0140435925818,biocarta
biocarta_opposing_roles_of_aif_in_apoptosis_and_cell_survival_Main_Pathway,0.0140435925818,biocarta
biocarta_nuclear_receptors_coordinate_the_activities_of_chromatin_remodeling_complexes_and_coactivators_to_facilitate_initiation_of_transcription_in_carcinoma_cells_Main_Pathway,0.180120062033,biocarta
biocarta_no2_dependent_il_12_pathway_in_nk_cells_Pathway_(interleukin_12_biosynthetic_process),-0.12906119733,biocarta
biocarta_no2_dependent_il_12_pathway_in_nk_cells_Main_Pathway,0.017656958795,biocarta
biocarta_nitric_oxide_signaling_Main_Pathway,-0.260699459252,biocarta
biocarta_nf_kb_signaling_Pathway_(Pathway_protein_ubiquitination_of_CHUK),-1.29001442042,biocarta
biocarta_nf_kb_signaling_Main_Pathway,-1.29001442042,biocarta
biocarta_nfkb_activation_by_nontypeable_hemophilus_influenzae_Pathway_(Pathway_protein_ubiquitination_of_CHUK),-0.947990258158,biocarta
biocarta_nfkb_activation_by_nontypeable_hemophilus_influenzae_Main_Pathway,-1.32717107057,biocarta
biocarta_nfat_and_hypertrophy_of_the_heart__Main_Pathway,-0.0177168170256,biocarta
biocarta_nerve_growth_factor_pathway_ngf__Main_Pathway,-0.497675736036,biocarta
biocarta_phospholipids_as_signalling_intermediaries_Pathway_(chemotaxis),0.431482202989,biocarta
biocarta_multi_step_regulation_of_transcription_by_pitx2_Main_Pathway,-0.580357169342,biocarta
biocarta_phospholipids_as_signalling_intermediaries_Pathway_(lamellipodium_assembly),0.531136477283,biocarta
biocarta_pkc_catalyzed_phosphorylation_of_inhibitory_phosphoprotein_of_myosin_phosphatase_Main_Pathway,-0.485730604734,biocarta
biocarta_regulation_of_spermatogenesis_by_crem_Main_Pathway,-0.716780542022,biocarta
biocarta_regulation_of_pgc_1a_Main_Pathway,0.013351145533,biocarta
biocarta_regulation_of_map_kinase_pathways_through_dual_specificity_phosphatases_Main_Pathway,-0.35128308204,biocarta
biocarta_regulation_of_eif_4e_and_p70s6_kinase_Main_Pathway,0.41906663363,biocarta
biocarta_regulation_of_eif2_Main_Pathway,-0.474149408085,biocarta
biocarta_regulation_of_ck1_cdk5_by_type_1_glutamate_receptors_Main_Pathway,-1.53681740365,biocarta
biocarta_regulation_of_bad_phosphorylation_Pathway_(apoptosis),0.155175238049,biocarta
biocarta_rb_tumor_suppressor_checkpoint_signaling_in_response_to_dna_damage_Main_Pathway,-0.505555719869,biocarta
biocarta_ras_independent_pathway_in_nk_cell_mediated_cytotoxicity_Pathway_(positive_regulation_of_natural_killer_cell_mediated_cytotoxicity),-0.183384529947,biocarta
biocarta_ras_independent_pathway_in_nk_cell_mediated_cytotoxicity_Main_Pathway,-1.4712049479,biocarta
biocarta_rac1_cell_motility_signaling_Pathway_(phosphatidic_acid_metabolic_process),0.364549337786,biocarta
biocarta_rac1_cell_motility_signaling_Pathway_(actin_filament_organization),0.0276252603424,biocarta
biocarta_rac1_cell_motility_signaling_Pathway_(actin_filament_depolymerization),-0.236902671866,biocarta
biocarta_rac1_cell_motility_signaling_Main_Pathway,0.511455834078,biocarta
biocarta_pten_dependent_cell_cycle_arrest_and_apoptosis_Pathway_(cell_survival),-0.0288473198723,biocarta
biocarta_pten_dependent_cell_cycle_arrest_and_apoptosis_Pathway_(cell_migration),0.0135258610826,biocarta
biocarta_pten_dependent_cell_cycle_arrest_and_apoptosis_Main_Pathway,-0.0625312652971,biocarta
biocarta_protein_kinase_a_at_the_centrosome_Main_Pathway,-1.3629078132,biocarta
biocarta_proteasome_complex_Pathway_(Pathway_degradation_of_PSMA1),-0.23463343019,biocarta
biocarta_proteasome_complex_Main_Pathway,-0.23463343019,biocarta
biocarta_prion_Main_Pathway,0.43070244047,biocarta
biocarta_polyadenylation_of_mrna_Main_Pathway,0.480661622249,biocarta
biocarta_pkc_catalyzed_phosphorylation_of_inhibitory_phosphoprotein_of_myosin_phosphatase_Pathway_(secretion),-0.368901940761,biocarta
biocarta_phosphorylation_of_mek1_by_cdk5_p35_down_regulates_the_map_kinase_Main_Pathway,-0.866862914093,biocarta
