Pathway,Database,0
biocarta_y_branching_of_actin_filaments_Main_Pathway,biocarta,-0.150662567215
biocarta_phospholipids_as_signalling_intermediaries_Pathway_(cell_survival),biocarta,0.0876175538718
biocarta_phospholipids_as_signalling_intermediaries_Pathway_(cell_proliferation),biocarta,0.0876175538718
biocarta_phospholipids_as_signalling_intermediaries_Pathway_(actin_filament_organization),biocarta,0.266552139602
biocarta_phospholipids_as_signalling_intermediaries_Main_Pathway,biocarta,0.688400697553
biocarta_pelp1_modulation_of_estrogen_receptor_activity_Main_Pathway,biocarta,-0.172286006248
biocarta_pdgf_signaling_Main_Pathway,biocarta,1.10188669726
biocarta_p53_signaling_Main_Pathway,biocarta,-0.589356169194
biocarta_p38_mapk_signaling_Main_Pathway,biocarta,0.0339217856626
biocarta_oxidative_stress_induced_gene_expression_via_nrf2_Main_Pathway,biocarta,0.667657037143
biocarta_overview_of_telomerase_rna_component_gene_hterc_transcriptional_regulation_Main_Pathway,biocarta,0.0042591360254
biocarta_opposing_roles_of_aif_in_apoptosis_and_cell_survival_Pathway_(removal_of_superoxide_radicals),biocarta,-0.030317225972
biocarta_opposing_roles_of_aif_in_apoptosis_and_cell_survival_Pathway_(DNA_fragmentation_during_apoptosis),biocarta,-0.030317225972
biocarta_opposing_roles_of_aif_in_apoptosis_and_cell_survival_Main_Pathway,biocarta,-0.030317225972
biocarta_nuclear_receptors_coordinate_the_activities_of_chromatin_remodeling_complexes_and_coactivators_to_facilitate_initiation_of_transcription_in_carcinoma_cells_Main_Pathway,biocarta,-0.26174656313
biocarta_no2_dependent_il_12_pathway_in_nk_cells_Pathway_(interleukin_12_biosynthetic_process),biocarta,0.0
biocarta_no2_dependent_il_12_pathway_in_nk_cells_Main_Pathway,biocarta,-0.0868450952116
biocarta_nitric_oxide_signaling_Main_Pathway,biocarta,-0.361071828116
biocarta_nf_kb_signaling_Pathway_(Pathway_protein_ubiquitination_of_CHUK),biocarta,0.0452423404109
biocarta_nf_kb_signaling_Main_Pathway,biocarta,0.375316824281
biocarta_nfkb_activation_by_nontypeable_hemophilus_influenzae_Pathway_(Pathway_protein_ubiquitination_of_CHUK),biocarta,-0.0342223928053
biocarta_nfkb_activation_by_nontypeable_hemophilus_influenzae_Main_Pathway,biocarta,0.432244818963
biocarta_nfat_and_hypertrophy_of_the_heart__Main_Pathway,biocarta,-0.580703185967
biocarta_nerve_growth_factor_pathway_ngf__Main_Pathway,biocarta,0.430613446401
biocarta_phospholipids_as_signalling_intermediaries_Pathway_(chemotaxis),biocarta,0.266552139602
biocarta_multi_step_regulation_of_transcription_by_pitx2_Main_Pathway,biocarta,-0.435218215687
biocarta_phospholipids_as_signalling_intermediaries_Pathway_(lamellipodium_assembly),biocarta,0.245549569108
biocarta_pkc_catalyzed_phosphorylation_of_inhibitory_phosphoprotein_of_myosin_phosphatase_Main_Pathway,biocarta,-0.411374028879
biocarta_regulation_of_spermatogenesis_by_crem_Main_Pathway,biocarta,-0.0757354705056
biocarta_regulation_of_pgc_1a_Main_Pathway,biocarta,-0.388764625165
biocarta_regulation_of_map_kinase_pathways_through_dual_specificity_phosphatases_Main_Pathway,biocarta,-0.0221392935317
biocarta_regulation_of_eif_4e_and_p70s6_kinase_Main_Pathway,biocarta,0.00865779460923
biocarta_regulation_of_eif2_Main_Pathway,biocarta,-0.463647939583
biocarta_regulation_of_ck1_cdk5_by_type_1_glutamate_receptors_Main_Pathway,biocarta,-0.0599583997789
biocarta_regulation_of_bad_phosphorylation_Pathway_(apoptosis),biocarta,-0.0738259786116
biocarta_rb_tumor_suppressor_checkpoint_signaling_in_response_to_dna_damage_Main_Pathway,biocarta,0.101861334352
biocarta_ras_independent_pathway_in_nk_cell_mediated_cytotoxicity_Pathway_(positive_regulation_of_natural_killer_cell_mediated_cytotoxicity),biocarta,-0.10996581761
biocarta_ras_independent_pathway_in_nk_cell_mediated_cytotoxicity_Main_Pathway,biocarta,-0.0991166475161
biocarta_rac1_cell_motility_signaling_Pathway_(phosphatidic_acid_metabolic_process),biocarta,-0.57171658428
biocarta_rac1_cell_motility_signaling_Pathway_(actin_filament_organization),biocarta,-0.57171658428
biocarta_rac1_cell_motility_signaling_Pathway_(actin_filament_depolymerization),biocarta,-0.143754083385
biocarta_rac1_cell_motility_signaling_Main_Pathway,biocarta,-0.200365786835
biocarta_pten_dependent_cell_cycle_arrest_and_apoptosis_Pathway_(cell_survival),biocarta,-0.0190984550705
biocarta_pten_dependent_cell_cycle_arrest_and_apoptosis_Pathway_(cell_migration),biocarta,0.0511753421226
biocarta_pten_dependent_cell_cycle_arrest_and_apoptosis_Main_Pathway,biocarta,-0.0214589496483
biocarta_protein_kinase_a_at_the_centrosome_Main_Pathway,biocarta,-0.266044487037
biocarta_proteasome_complex_Pathway_(Pathway_degradation_of_PSMA1),biocarta,0.450651813768
biocarta_proteasome_complex_Main_Pathway,biocarta,0.450651813768
