Pathway,Database,0
biocarta_y_branching_of_actin_filaments_Main_Pathway,biocarta,0.882866588484
biocarta_phospholipids_as_signalling_intermediaries_Pathway_(cell_survival),biocarta,-0.333682017211
biocarta_phospholipids_as_signalling_intermediaries_Pathway_(cell_proliferation),biocarta,-0.333682017211
biocarta_phospholipids_as_signalling_intermediaries_Pathway_(actin_filament_organization),biocarta,-0.598364143368
biocarta_phospholipids_as_signalling_intermediaries_Main_Pathway,biocarta,-3.3510507582
biocarta_pelp1_modulation_of_estrogen_receptor_activity_Main_Pathway,biocarta,0.979651271721
biocarta_pdgf_signaling_Main_Pathway,biocarta,-3.19937321122
biocarta_p53_signaling_Main_Pathway,biocarta,1.58354699695
biocarta_p38_mapk_signaling_Main_Pathway,biocarta,0.684612085815
biocarta_oxidative_stress_induced_gene_expression_via_nrf2_Main_Pathway,biocarta,-0.0462216208966
biocarta_overview_of_telomerase_rna_component_gene_hterc_transcriptional_regulation_Main_Pathway,biocarta,0.639023843776
biocarta_opposing_roles_of_aif_in_apoptosis_and_cell_survival_Pathway_(removal_of_superoxide_radicals),biocarta,-0.00609753051497
biocarta_opposing_roles_of_aif_in_apoptosis_and_cell_survival_Pathway_(DNA_fragmentation_during_apoptosis),biocarta,-0.00609753051497
biocarta_opposing_roles_of_aif_in_apoptosis_and_cell_survival_Main_Pathway,biocarta,-0.00609753051497
biocarta_nuclear_receptors_coordinate_the_activities_of_chromatin_remodeling_complexes_and_coactivators_to_facilitate_initiation_of_transcription_in_carcinoma_cells_Main_Pathway,biocarta,-0.152493872513
biocarta_no2_dependent_il_12_pathway_in_nk_cells_Pathway_(interleukin_12_biosynthetic_process),biocarta,-0.0277141007755
biocarta_no2_dependent_il_12_pathway_in_nk_cells_Main_Pathway,biocarta,-0.62474599203
biocarta_nitric_oxide_signaling_Main_Pathway,biocarta,-1.36550423414
biocarta_nf_kb_signaling_Pathway_(Pathway_protein_ubiquitination_of_CHUK),biocarta,-1.37062860656
biocarta_nf_kb_signaling_Main_Pathway,biocarta,-1.15187889977
biocarta_nfkb_activation_by_nontypeable_hemophilus_influenzae_Pathway_(Pathway_protein_ubiquitination_of_CHUK),biocarta,-0.423902556276
biocarta_nfkb_activation_by_nontypeable_hemophilus_influenzae_Main_Pathway,biocarta,-0.690271454109
biocarta_nfat_and_hypertrophy_of_the_heart__Main_Pathway,biocarta,-1.77906029358
biocarta_nerve_growth_factor_pathway_ngf__Main_Pathway,biocarta,-1.73344577112
biocarta_phospholipids_as_signalling_intermediaries_Pathway_(chemotaxis),biocarta,-0.598364143368
biocarta_multi_step_regulation_of_transcription_by_pitx2_Main_Pathway,biocarta,1.46550528979
biocarta_phospholipids_as_signalling_intermediaries_Pathway_(lamellipodium_assembly),biocarta,-0.846493273495
biocarta_pkc_catalyzed_phosphorylation_of_inhibitory_phosphoprotein_of_myosin_phosphatase_Main_Pathway,biocarta,-0.784372414378
biocarta_regulation_of_spermatogenesis_by_crem_Main_Pathway,biocarta,0.58928344693
biocarta_regulation_of_pgc_1a_Main_Pathway,biocarta,-1.66473750471
biocarta_regulation_of_map_kinase_pathways_through_dual_specificity_phosphatases_Main_Pathway,biocarta,-0.391099593501
biocarta_regulation_of_eif_4e_and_p70s6_kinase_Main_Pathway,biocarta,-2.0323980885
biocarta_regulation_of_eif2_Main_Pathway,biocarta,-0.917038747305
biocarta_regulation_of_ck1_cdk5_by_type_1_glutamate_receptors_Main_Pathway,biocarta,0.282379041878
biocarta_regulation_of_bad_phosphorylation_Pathway_(apoptosis),biocarta,0.611417670902
biocarta_rb_tumor_suppressor_checkpoint_signaling_in_response_to_dna_damage_Main_Pathway,biocarta,0.80740749608
biocarta_ras_independent_pathway_in_nk_cell_mediated_cytotoxicity_Pathway_(positive_regulation_of_natural_killer_cell_mediated_cytotoxicity),biocarta,-0.226515344801
biocarta_ras_independent_pathway_in_nk_cell_mediated_cytotoxicity_Main_Pathway,biocarta,0.954908562514
biocarta_rac1_cell_motility_signaling_Pathway_(phosphatidic_acid_metabolic_process),biocarta,0.408583215761
biocarta_rac1_cell_motility_signaling_Pathway_(actin_filament_organization),biocarta,0.863052630085
biocarta_rac1_cell_motility_signaling_Pathway_(actin_filament_depolymerization),biocarta,-0.19460913024
biocarta_rac1_cell_motility_signaling_Main_Pathway,biocarta,-1.05876546222
biocarta_pten_dependent_cell_cycle_arrest_and_apoptosis_Pathway_(cell_survival),biocarta,-0.739918562659
biocarta_pten_dependent_cell_cycle_arrest_and_apoptosis_Pathway_(cell_migration),biocarta,0.0428625303256
biocarta_pten_dependent_cell_cycle_arrest_and_apoptosis_Main_Pathway,biocarta,-0.945185162461
biocarta_protein_kinase_a_at_the_centrosome_Main_Pathway,biocarta,0.366173897589
biocarta_proteasome_complex_Pathway_(Pathway_degradation_of_PSMA1),biocarta,4.0934956429
biocarta_proteasome_complex_Main_Pathway,biocarta,4.0934956429
biocarta_prion_Main_Pathway,biocarta,-4.92732947133
biocarta_polyadenylation_of_mrna_Main_Pathway,biocarta,0.97913834518
biocarta_pkc_catalyzed_phosphorylation_of_inhibitory_phosphoprotein_of_myosin_phosphatase_Pathway_(secretion),biocarta,-0.876314646124
biocarta_phosphorylation_of_mek1_by_cdk5_p35_down_regulates_the_map_kinase_Main_Pathway,biocarta,-0.545816657067
biocarta_multiple_antiapoptotic_pathways_from_igf_1r_signaling_lead_to_bad_phosphorylation_Pathway_(cell_growth_and_or_maintenance),biocarta,-0.672217224466
biocarta_multiple_antiapoptotic_pathways_from_igf_1r_signaling_lead_to_bad_phosphorylation_Pathway_(apoptosis),biocarta,-0.672217224466
biocarta_multiple_antiapoptotic_pathways_from_igf_1r_signaling_lead_to_bad_phosphorylation_Main_Pathway,biocarta,-0.658085857346
biocarta_inhibition_of_matrix_metalloproteinases_Main_Pathway,biocarta,-3.30938501322
biocarta_inhibition_of_cellular_proliferation_by_gleevec_Main_Pathway,biocarta,0.0247454104228
biocarta_influence_of_ras_and_rho_proteins_on_g1_to_s_transition_Pathway_(Pathway_protein_ubiquitination_of_CHUK),biocarta,-0.193563748447
biocarta_influence_of_ras_and_rho_proteins_on_g1_to_s_transition_Main_Pathway,biocarta,-0.830849276473
biocarta_induction_of_apoptosis_through_dr3_and_dr4_5_death_receptors_Pathway_(Pathway_degradation_of_CASP3_CASP10_CASP10),biocarta,-0.985400223275
biocarta_induction_of_apoptosis_through_dr3_and_dr4_5_death_receptors_Pathway_(apoptosis),biocarta,-1.90381817246
biocarta_induction_of_apoptosis_through_dr3_and_dr4_5_death_receptors_Main_Pathway,biocarta,-1.96497568064
