SYMBOL	Normal_A1209_16.CEL	Normal_A1209_17.CEL	Normal_A1209_18.CEL	Normal_A1209_19.CEL	Tumour_A1209_04.CEL	Tumour_A1209_08.CEL	Tumour_A1209_12.CEL	Tumour_A1209_15.CEL
ABCC13	19.28636922	16.91847499	19.24791476	23.08730564	18.15402058	19.92200007	16.44823868	17.27911154
ABCC2	58.12541051	50.07675805	36.83743135	38.04271015	62.93514216	72.87887203	49.97812525	57.80802428
ABCC3	196.3250404	184.7663127	207.668936	265.0215204	216.1403353	217.1328611	248.100111	258.7287569
ABCC4	151.0766943	215.7768674	180.9744194	161.5665958	154.0751152	216.6579946	136.4219216	122.852362
ABCC5	139.2083577	198.9022064	137.0343965	108.426913	164.5864244	180.5917548	186.4682875	162.3629421
ABCC6	54.15754374	47.45906065	59.66108159	59.77286543	53.69132224	53.4516731	45.30760175	52.69815424
ABCC8	55.59075051	48.64805233	63.73927217	57.08817239	56.46780786	56.12681857	47.44539653	54.28658901
ABCC9	43.7076919	21.9396581	28.74811804	29.3052397	15.53397699	18.50826895	16.36648895	17.07710966
ABCD1	67.48472701	72.38967605	70.15246427	59.78840174	77.33034881	81.46775462	82.55825897	87.00613324
ABCD2	18.29813234	17.75848299	19.83462584	20.47738887	19.07851749	17.19342006	21.10569952	20.42628013
ABCD3	610.0338625	673.6349229	647.1380569	746.2248189	439.3908739	467.4189991	449.4184112	397.3431947
ABCD4	177.0038306	171.6702214	143.9683958	148.6148348	168.3595963	138.0142757	162.2890075	156.7569405
ABCE1	359.0987715	369.6525827	359.2480612	403.9551142	759.5847348	998.2282108	777.0706776	664.9496913
ABCF1	346.0989483	326.3684111	302.9203204	287.560011	396.8523084	450.3438441	404.0333224	382.6207982
ABCF2	202.8268505	200.1853602	151.0466205	157.2073292	281.9264125	339.9731224	243.9982242	245.6845223
ABCF3	226.8330542	202.3537383	198.1466078	191.2102788	203.2818809	230.3366068	188.3679344	195.6435629
ABCG1	96.2887537	98.07486139	101.4356279	76.34426248	76.70839739	64.82228018	70.44240415	72.452905
ABCG2	25.96236979	29.25874977	27.07585127	20.09953978	48.99660775	84.16984269	63.13055712	54.71471113
ABCG4	62.18732096	58.6541618	65.52166827	70.3028611	99.59450253	66.83544435	82.14761314	85.12698374
ABCG5	38.69769967	35.84591246	39.77004358	44.61169951	34.6030925	36.60116475	39.00159491	44.64692958
ABCG8	43.05888606	41.41218454	48.20166208	52.57481515	39.23379709	44.95587172	48.24125833	41.83903871
ABHD1	40.14339471	60.63975834	52.23687895	65.13535646	47.29120032	52.97866057	54.77325761	50.29694645
ABHD10	212.8935914	196.5765347	197.1527013	153.7893918	253.4376472	276.8933581	204.6579184	217.8532999
ABHD11	216.8528832	223.8573472	197.1664392	213.0282687	192.862858	213.3934541	191.3525548	189.6243108
ABHD12	350.0533701	422.2758998	344.5249251	305.8678758	264.9956353	270.7358218	210.7085879	235.2614192
ABHD12B	410.6343294	590.3706961	296.0729498	295.107509	31.99399454	32.97729736	31.01242503	28.4245966
ABHD13	626.9929934	629.8282265	698.2394696	693.4033754	423.5022829	433.8060939	478.6558084	494.403581
ABHD14A	251.3689672	207.6951968	228.6707542	246.819031	501.471467	435.937766	414.4543553	493.3716416
ABHD14B	200.6952496	189.5548998	201.9312174	205.6912215	235.1389121	200.3828079	217.5376963	228.2893009
ABHD15	108.3203811	94.19290399	113.2608234	105.7851349	95.64919354	123.8408849	103.7080855	120.2246043
ABHD16A	175.0431623	163.7414063	160.335528	162.0595718	171.5900617	179.2609288	204.1458423	180.3268854
ABHD16B	91.38052941	82.53234074	107.9687808	98.80236902	80.42814252	87.20680661	82.57277876	104.5238101
ABHD17A	404.1533612	403.8063295	416.2625182	408.562691	368.5657375	376.3054101	363.4415286	432.4839469
ABHD17B	188.213658	248.145467	209.3931889	205.8247894	148.0878368	177.384212	182.2626698	136.6485655
ABHD17C	318.7608928	348.4499154	361.8730513	333.2777507	469.1096465	515.503589	466.6682382	458.1441775
ABHD2	213.5754791	198.4366259	218.719505	176.8790783	217.8893438	243.1993039	228.7121885	194.8024831
ABHD3	135.4097059	152.6992511	105.8373777	93.57987494	257.4220142	250.3144847	226.6843088	236.485695
ABHD4	316.6031225	385.792072	310.7634224	252.2529022	289.2635845	187.049145	320.2668191	204.7239595
ABHD5	1226.448295	1192.766826	1070.919996	1050.302284	616.2681859	594.4921274	689.9101259	704.8164265
ABHD6	463.6946547	617.2862254	547.8981665	503.2446428	114.9579927	73.5864337	126.160913	108.6228315
ABHD8	160.0003304	152.1350427	154.8714662	141.3361589	155.9329742	170.1277084	147.118291	173.5780136
ABI1	663.4436414	729.0440115	664.3218167	711.1187351	649.8745433	552.837013	724.7707965	662.6486612
ABI2	197.5856865	201.125836	185.8730431	218.2497089	249.662756	260.7484453	262.3405275	254.0269597
ABI3	104.505958	129.5640607	135.7853031	116.3655002	86.05855055	87.5441934	81.8132338	98.31595979
ABI3BP	97.58254429	153.4620664	218.8538056	207.4576986	52.77810534	41.89422334	64.07522438	54.62460849
ABL1	196.674618	193.1985937	181.3994576	213.1979369	250.0167486	260.4573043	262.8879521	244.7042254
ABL2	113.5477105	105.3044758	107.8661231	123.0209854	330.4479391	329.9254342	337.35524	326.0471343
ABLIM1	1043.787824	1126.504296	1057.610215	1123.790298	617.844992	466.1264736	603.9073488	621.243139
ABLIM2	161.8124581	170.0131681	161.5816426	118.7227522	97.23518255	86.79169076	98.72689679	76.09019201
ABLIM3	85.93070935	89.69232848	79.34706723	72.8597675	157.124792	95.15215679	217.3297094	158.5984165
ABO	135.0944215	160.8692521	139.029148	158.8917633	92.48019286	74.38503996	81.26653597	90.0180424
ABR	459.9605395	472.3767516	447.7819264	383.5616628	284.6750854	275.1411897	233.1099403	262.4441913
ABRA	30.17157751	36.60288882	28.44190704	28.95963459	23.91361889	26.03311521	24.61674971	26.62927001
ABRACL	125.7880594	161.1328083	102.5823084	89.99801554	307.9003933	290.0028663	308.4609417	222.9102037
ABT1	236.857186	227.8942248	239.9114529	209.4034284	235.5802903	248.0828585	185.2452867	202.4154651
ABTB1	136.7839474	127.076088	149.4632629	133.0620693	127.9607828	95.9449512	124.446688	113.0587478
ABTB2	179.5470181	161.2858225	165.7409326	165.7603795	114.6140211	133.1108228	108.440643	100.9998603
ACAA1	119.0009451	113.1058081	120.7209745	105.2775911	165.6456385	172.2262922	185.6264823	194.344348
ACAA2	57.31887148	39.57985171	46.8317277	45.96844811	113.1847689	65.63267585	77.41945728	71.75963865
ACACA	222.3856468	216.6193929	223.2050306	219.9598858	484.0469701	525.5415139	546.5813938	486.3518088
ACACB	72.91682022	80.88729281	58.1993645	41.77656223	48.12941069	50.99899181	43.99146126	52.74017682
ACAD10	125.874419	142.380128	126.8789194	104.8849503	120.7891884	97.31953044	114.9268513	100.109096
ACAD11	234.9932883	248.5647484	198.2242257	176.3173535	211.9773008	165.5754751	262.7235163	237.0315919
ACAD8	271.9744836	321.0999831	231.9765407	210.5521931	215.6571947	208.9624311	190.8066446	207.1602709
ACAD9	1118.370597	1153.035164	949.053677	788.8406117	387.3020021	412.128491	408.0198113	425.7056093
ACADL	79.03200357	67.30611831	45.2855061	51.29946829	18.62716478	24.2083317	19.73422693	15.58885336
ACADM	341.9828864	349.5758273	404.7809416	317.502042	585.8001638	711.6453874	523.1011597	533.9212584
ACADS	161.4110392	143.1731802	159.9472401	160.2952661	175.6374417	179.7584988	161.7623332	190.3121309
ACADSB	232.7852082	332.3979788	106.3980708	231.3973584	129.1526526	117.3383822	147.7811571	120.1240985
ACADVL	601.8954733	636.602846	591.8676543	510.8575778	457.9231634	421.9565395	514.2947549	500.09445
ACAN	47.16282548	42.06334117	44.06111472	58.83635587	40.68490825	37.47479573	39.69440828	49.09659209
ACAP1	48.99075099	67.16670924	60.46614207	57.12687747	60.89731697	43.95801328	42.59290493	49.13491944
ACAP2	453.7307402	492.7291508	452.7288524	502.4318464	345.50773	307.1065795	366.2995285	309.3842094
ACAP3	285.4645856	304.6188777	273.3307424	271.3076248	148.7173515	134.4440746	149.1925367	153.2926852
ACAT1	317.5778788	267.8920024	237.6116747	216.7618887	358.3110816	449.7281585	322.0040275	301.3109741
ACAT2	168.267018	135.4753751	109.6036911	120.4700142	581.8613341	506.1800781	511.4302792	487.8380586
ACBD3	903.4216348	742.7415113	845.9310885	786.7406262	835.3647269	865.6585315	884.1114704	922.1802805
ACBD4	63.34006991	72.65309368	70.2403499	74.0485274	64.01602902	58.55623575	57.61104414	69.79621325
ACBD5	348.3344954	370.999347	320.7085241	314.652299	201.9467116	195.1320641	224.9296577	193.6089199
ACBD6	64.32174705	75.48559797	68.66803324	65.83910121	134.4419495	126.9117583	100.7220113	108.4466941
ACBD7	35.40088672	30.43271497	46.71432997	37.39804722	32.37643817	30.27831381	34.42371995	29.58564195
ACCS	95.75277753	68.01524624	90.59188878	85.85583126	55.05010304	55.01593924	56.48801182	64.18747997
ACCSL	40.16934547	43.34296669	37.25023369	40.04712132	30.64861226	34.17311964	31.52261671	33.17360664
ACD	80.66345849	82.85904829	93.34017442	77.23392172	159.8122977	188.9847037	146.586194	165.011817
ACE	48.99163092	51.23228974	54.80278787	55.33809025	49.98019273	58.30398052	49.13237158	66.39886666
ACE2	33.89828971	33.33375339	29.22356727	27.41687709	37.40290904	33.08439266	35.26444862	33.4131911
ACER1	1851.270028	2043.456482	1592.116619	1785.464076	179.1636665	110.5064076	190.785511	203.4410359
ACER2	125.8388722	143.7871629	118.0961507	129.3189011	93.37033279	94.19380723	89.28892934	102.8842175
ACER3	123.7003797	163.839508	130.3624952	135.8904579	571.8855798	649.548486	625.015419	480.1382002
ACHE	44.68221856	45.13892594	44.30917086	54.98987999	39.1927527	40.98744492	42.50455982	45.40171808
ACIN1	223.0199536	241.2545728	238.4959067	215.2382895	322.6573002	321.1581429	300.8228531	296.4414609
ACKR1	47.72564614	42.18540735	37.73373133	58.18093372	28.54333468	33.62139143	37.34341813	46.39251231
ACKR2	43.76431167	49.74604806	51.22911658	47.93968819	65.95362562	56.75842474	76.88012083	70.60285862
ACKR3	37.22785588	35.20420415	41.79059134	33.36476	36.64303191	30.67444964	33.08561131	33.71479897
ACKR4	52.76277983	85.86438499	85.6431085	101.4684952	44.1198138	41.18042392	44.46487971	43.50594987
ACLY	389.9833543	457.0605899	316.8249704	396.2690993	1641.50315	1583.643641	1686.112605	1765.107432
ACMSD	28.12157011	20.16990827	25.28797276	25.59662168	24.17250069	27.26041175	24.58073468	30.77008913
ACO1	311.9993685	240.7546191	287.5980718	229.0220471	491.8150728	455.2714549	398.8015288	449.8673841
ACO2	451.1183495	494.5665385	437.6383836	405.3621556	707.8931699	646.0321709	668.1609686	694.7774768
ACOT1	173.5343759	98.40628082	146.2149192	128.175721	121.7895847	123.4564405	108.6577369	149.6063668
ACOT11	81.57863901	60.29021314	80.12599525	66.05625135	144.9407192	103.2124916	135.2927915	105.9805405
ACOT12	20.38680654	19.1398676	27.20068499	21.29745105	22.18919453	22.71905149	19.14020946	20.07614747
ACOT13	609.5358108	556.1219648	555.9692634	412.6639453	1135.053216	1317.44991	1235.840632	1018.930526
ACOT2	150.6329381	119.0207655	101.0113328	108.5493909	117.1609327	123.3250345	115.2467734	130.6276914
ACOT4	43.39304739	39.77025136	36.68265188	41.7566384	35.84037968	45.53716109	32.35292165	30.93675894
ACOT6	22.30547716	15.85227982	18.04583463	21.90790324	21.6328946	20.46014729	24.43010334	20.41800705
ACOT7	243.011432	287.8198636	256.2359472	242.9770739	486.497153	454.9065459	457.7930404	527.082006
ACOT8	181.5599524	197.091478	168.2938293	157.2940862	187.723888	155.3860796	176.0806398	172.8120838
ACOT9	146.4032238	155.2617006	113.4710846	104.0125567	413.8243133	467.6420519	412.9564777	401.7779516
ACOX1	841.5654229	1046.650826	875.7292871	800.4368902	504.388953	418.7203118	518.5905736	493.714149
ACOX2	42.18360119	40.77582609	38.24624611	46.91864706	55.50134774	48.65006946	58.30843625	50.16348848
ACOX3	204.4494688	277.1860218	211.4682071	199.1456704	242.4244505	228.9207461	222.5768923	251.1519085
ACOXL	23.09224819	22.08296869	26.80724443	28.75226523	27.91726746	21.486534	26.37977697	23.23330404
ACP1	385.1299862	391.8459377	367.3931236	342.1069938	463.7942577	438.4275942	434.5368994	299.6761848
ACP2	141.6594749	153.7684062	151.9521407	129.9429044	182.9264785	197.6680493	182.4659103	196.1878621
ACP5	146.1105328	162.1954988	141.6012601	144.1281811	164.3469543	128.1788991	188.9093505	221.357527
ACP6	154.9987415	113.2625063	143.217923	119.1403028	138.8838381	127.8963938	134.6531961	129.4559383
ACPP	583.7023301	702.0424211	614.3771979	386.0544099	150.897681	93.53691683	141.4919605	138.117224
ACPT	100.1418331	107.4269751	126.1536911	146.415695	105.1742031	110.9673436	89.67094504	110.9185507
ACR	91.80131555	81.29069393	90.49808201	97.04057271	77.7212036	83.81090413	78.95981067	87.83134353
ACRBP	60.18269438	58.19947272	59.88352601	57.75145086	55.06571423	48.85474488	63.25868277	54.96043697
ACRC	42.31757842	36.23114003	32.94287265	33.22153279	28.67628008	30.68538317	27.09128496	26.34055218
ACRV1	29.37444427	31.54484785	31.85397958	33.47849354	32.65199597	31.17747803	29.65808826	29.97957915
ACSBG1	142.9579965	87.54937299	80.79687643	116.9767895	48.63004654	38.00814969	42.89130149	42.37251524
ACSBG2	21.24281271	22.11581024	21.21205148	21.29865202	20.59371201	24.21773	21.16081119	20.71947226
ACSF2	233.7040533	280.9085468	227.913052	142.2839816	273.7657397	198.8723175	243.7085677	243.6682834
ACSF3	83.93873684	94.35720989	92.55652687	84.85996687	103.6343292	95.55499778	79.27266359	91.16635798
ACSL1	772.684425	737.7659753	682.6243276	657.0163749	924.8001832	696.9530648	957.0062563	921.4122794
ACSL3	221.5769128	185.8642736	161.0490186	191.4947692	730.9656968	741.794518	801.9469203	659.3768413
ACSL4	112.8524798	125.7617565	107.8153571	79.32694578	307.5542841	380.7970745	327.9321987	289.0992338
ACSL5	42.16950841	45.11304033	43.36125638	34.64756067	21.73955478	19.50232279	22.95710637	22.51529768
ACSL6	41.65917704	44.57524588	52.66472149	55.07976403	39.15278388	40.24584455	39.64535143	47.73816414
ACSM1	28.15496268	28.51138492	31.57727234	30.99183447	19.82384218	17.48092541	26.10539206	19.4625321
ACSM2A	22.94966528	21.14959797	29.09608221	32.79267745	30.20739325	25.91712628	29.55134175	22.08355955
ACSM2B	35.23484075	47.51806334	45.0813825	45.45905616	43.07485751	41.8073164	30.86087675	34.85834686
ACSM3	56.93612241	49.85091577	55.44083975	33.94238082	40.50071988	43.18639765	38.14945158	35.74836634
ACSM5	28.56694194	28.71796918	32.79424285	34.43298864	27.96718699	30.03883221	27.1906998	24.50385285
ACSM6	23.53548664	25.08596933	22.18018113	22.53068994	20.42179801	21.72840468	19.87107887	18.14972341
ACSS1	151.9798199	164.8809821	175.1719924	164.0346804	81.26162242	57.7796774	66.34345173	69.81273992
ACSS2	293.3352019	301.1133358	276.8989343	231.5168679	627.5363517	496.1129644	748.1209394	617.6709354
ACSS3	45.05036263	15.35529578	45.77416514	27.35711711	19.14447784	20.43462157	20.03338393	21.44165809
ACTA1	219.1426618	235.1407815	269.8442499	229.9343074	246.0988082	259.3871105	264.2644267	281.738276
ACTA2	95.26130173	114.1563605	107.128003	110.5773167	204.3382109	184.6246429	151.5936592	160.6843309
ACTA2-AS1	56.99676278	61.49084915	59.25540407	52.4824161	58.72765162	47.39334873	45.99901138	50.51426088
ACTB	3518.867043	3184.193605	3141.020511	3159.302734	5783.757256	6157.170331	6029.661879	6636.266802
ACTBL2	14.22997867	13.10483012	13.67174183	18.32038052	29.24393106	34.43734215	35.67713463	32.69710752
ACTC1	33.40770234	33.28570758	49.63609099	44.99497012	45.73180091	46.41143755	41.09066564	40.60279122
ACTG1	4278.13874	4073.509282	4284.61205	3829.858251	4646.171195	5285.034419	4842.474864	5019.717048
ACTG1P17	56.19741765	55.35218258	67.80244224	56.58908382	53.83487127	55.23331279	57.53615297	57.50461171
ACTG2	52.97376373	57.59264145	55.57933609	55.62614724	47.67077836	51.03536001	47.72141538	57.04619332
ACTL10	126.924239	110.0033687	137.526396	170.9177185	103.6842033	108.8033222	98.80228998	123.4303176
ACTL6A	288.8145772	281.8598075	234.1053897	225.0026394	452.5046091	621.4290418	468.5521457	420.5614048
ACTL6B	48.34500202	45.9447611	55.9748633	54.84556925	55.79583641	51.93628515	47.55511147	52.72620921
ACTL7A	42.93937011	38.24290126	44.67119131	47.02164664	40.59102997	41.65417338	45.55504951	36.65263436
ACTL7B	86.89827904	93.33030913	85.28348193	95.92382962	84.56683342	81.91799878	81.18414683	93.29302075
ACTL8	35.57751463	33.14789454	45.66102761	48.27470336	37.29242259	43.33592051	53.70823302	42.08457867
ACTL9	168.4927081	168.6239012	196.2669261	229.904555	136.2689864	161.0153542	149.3548938	162.3148436
ACTN1	457.9023354	632.1491685	420.4615841	293.8623985	3622.074451	4257.500013	3657.805787	3684.378845
ACTN2	34.42736164	28.12995965	44.11256496	39.21683023	35.21922163	39.61314389	28.54456556	31.3753794
ACTN3	41.2178041	40.02396993	49.15772664	45.25205017	57.00780987	55.64457339	48.82920237	53.98123576
ACTN4	2636.13446	2786.544093	2579.823177	2529.519424	3449.50891	3732.636246	3629.067423	3599.122648
ACTR10	346.706661	364.1422424	325.3518308	330.7634236	319.8108674	336.816275	359.6416848	329.1353701
ACTR1A	627.3105993	674.174453	633.0752294	636.0810017	826.066025	894.1726868	793.0185376	833.8662989
ACTR1B	188.3875787	183.1595354	203.1745491	177.8389719	135.7979374	150.9128082	173.9645744	146.6431966
ACTR2	1220.589231	1147.125972	1096.40458	1124.827785	1658.780281	1615.037836	1790.525984	1654.048409
ACTR3	2066.029772	2418.934722	2172.300804	2474.180823	2007.531976	2081.716456	2133.129521	1908.957518
ACTR3B	257.9621491	195.6950335	236.8528616	232.0246946	217.372196	283.6635616	218.8353479	178.2284837
ACTR3C	67.42825127	170.7042062	99.31739956	106.4311569	64.30435574	67.78840893	52.83696485	78.86439034
ACTR5	169.6869542	210.958774	166.4137198	136.6701768	178.8931051	178.6523799	175.5537106	180.9581886
ACTR6	76.89565017	66.987109	68.6743607	64.29021475	100.4330259	100.1997231	107.3232828	89.66546617
ACTR8	191.9565934	212.3988697	157.1685236	154.2677907	212.0407737	236.2851135	217.2570448	229.3457764
ACTRT1	18.05311254	17.23541035	17.85400029	19.59924204	16.91368699	16.41160195	15.2473872	18.49225163
ACTRT2	77.16624745	72.04865387	70.1312336	71.82966587	91.02326334	82.8708726	82.22959531	105.7656174
ACTRT3	25.37317189	24.01514594	23.54636124	28.18354853	30.99133471	30.2559986	26.06602419	25.12406214
ACVR1	150.1530012	154.6869235	136.7310286	139.0751926	154.3124807	139.9902358	167.0648466	132.7051802
ACVR1B	462.586062	449.0456023	456.4996171	404.6659564	248.6978565	254.5981356	265.8305721	255.8789475
ACVR1C	49.44498082	45.72386664	54.82858331	55.34489648	60.52280125	61.93745145	53.10798115	51.48696504
ACVR2A	495.8619919	525.8925653	537.7553854	429.6262777	142.6656456	130.6773612	156.6828022	125.2023962
ACVR2B	42.53230235	39.99974595	44.3958465	45.63698447	38.2780753	46.80678984	43.0005169	40.21974584
ACVRL1	57.22481297	39.49618196	58.21661959	59.2162285	51.5691367	43.81344537	46.10754759	51.32183102
ACY3	80.78621093	66.54918089	84.88881259	94.58878056	82.13987167	81.3532885	72.21227555	83.10946503
ACYP1	92.94818281	91.23492851	79.41602758	92.93485196	105.2384499	103.0406399	108.4240425	117.4188877
ACYP2	140.1434407	142.1878363	136.4483752	115.9646969	103.1178905	95.07902839	109.1864634	105.9335291
ADA	101.4150035	97.18825708	114.9605279	105.4538607	462.332134	425.9330383	463.0282525	440.0845208
ADAD1	16.88111141	16.78559702	18.07061059	24.28511016	16.96622896	16.57431018	18.96509762	18.37748011
ADAD2	144.3861057	133.9656908	149.7260408	150.0493236	131.726343	111.9152499	119.1550308	129.8088285
ADAL	59.53594622	71.09071131	60.23542458	38.22189712	89.75458992	95.06551843	86.30845361	97.02490516
ADAM10	897.4680574	986.228827	982.7654401	892.599905	1480.96827	1611.563403	1669.952652	1593.939023
ADAM11	66.62838672	59.16705362	90.39273616	91.45551278	61.5224435	62.64864616	62.51126895	60.89898648
ADAM12	38.7286316	36.67690908	31.79120396	31.04359465	40.53299888	30.0482049	29.11759675	38.3858224
ADAM15	574.7386371	573.6534274	546.3418565	619.6043003	718.829311	685.0394902	764.5802095	706.6896944
ADAM17	371.132514	351.4724464	341.8832383	392.2975229	503.3432106	476.5044058	561.5727426	505.3307768
ADAM18	13.17792024	11.88009342	10.73241618	13.86141943	10.84545394	15.20043917	12.81760905	15.68237079
ADAM19	39.67309041	40.10402044	45.88720984	39.34915004	260.9100202	217.9694366	198.9424131	205.5559467
ADAM2	12.94211643	12.57186156	11.7041442	13.46176223	12.69041306	12.60149614	15.43861639	14.39031132
ADAM20	66.76804646	76.51580159	79.97296901	82.17327561	65.18375867	49.69976633	54.19223477	49.89319561
ADAM20P1	15.57981972	23.70725561	13.96777992	14.07394959	13.14822404	14.40182703	10.85677505	11.30465819
